Comment link,Commenter's Name,Commenter's Channel,Likes,Responses,Posted time,Edited time,comment,video title,labels,keyword 1,keyword 2,keyword 3
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=Ugy9nhDsa1PWHSLS_WV4AaABAg,Bryan Malone,http://www.youtube.com/channel/UCxHtD8qRwd72NL1gbmo-oiw,9,1,2021-06-04T10:02:05Z,2021-06-04T10:02:05Z,I was so early Good Mythical More was released before Good Mythical Morning was even released,Blind Sweetener Taste Test,,,mythical,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgywiQlQIIKxLMFCZ1R4AaABAg,Mark Battle,http://www.youtube.com/channel/UCmbE8SGIfct01MCB0zzbNeg,9,0,2021-06-04T11:15:24Z,2021-06-04T11:15:24Z,If you're eating something with erythritol or maltitol in it you better buy a bunch of toilet paper and be very close to a bathroom! 😂😂,Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=Ugz_heXr3309P4khIeZ4AaABAg,13thMaiden,http://www.youtube.com/channel/UCoWpCwtRK0lBor2nUBL3VaQ,9,0,2021-05-24T10:15:12Z,2021-05-24T10:15:12Z,"Oh God, I recognized all of these....I think I like sweets too much.",International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgwLqGltYBFlVp5x-QR4AaABAg,JuiceNozzle,http://www.youtube.com/channel/UCgosZqbAPcHCZR-8Xlff5PA,9,3,2021-05-24T12:18:12Z,2021-05-24T12:18:12Z,I can't believe they've played this game so many times and link hasn't started to put himself in rhett's mindset for guessing,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=Ugy0f3SA0VsR2NpmscN4AaABAg,Liv,http://www.youtube.com/channel/UC0KGqnny8hwKF3-E64QQ9HQ,9,0,2021-05-26T10:18:44Z,2021-05-26T10:18:44Z,Rhett talking about aliens bringing humans their version of icecream whilst wearing an alien t-shirt,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgzFF_32rbq2_0Y2ATl4AaABAg,Talha Shahid,http://www.youtube.com/channel/UC3G_IUzDBmThZI_V61qcoMQ,9,0,2021-05-24T13:54:50Z,2021-05-24T13:54:50Z,Stevie's pronunciation of Gajar ka halwa is the best thing from this episode..,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgwJkNBX2ewZLEN0c4Z4AaABAg,Gravesnear,http://www.youtube.com/channel/UCHB_vAOQMhWXUAmgezYhfgQ,9,1,2021-05-24T13:05:36Z,2021-05-24T13:05:36Z,I can't be the only one who noticed Rhett's hat is backwards!,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=Ugxa81gnTtMTQRUhNYt4AaABAg,Chrissy Lee,http://www.youtube.com/channel/UCjAc0umRmf3_3G-j68Ee9uw,9,0,2021-05-24T17:09:19Z,2021-05-24T17:09:19Z,I thought he was going to throw the lady fingers like a spear 😂😂,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgyBEd0K3AkshhmKPO54AaABAg,Trey B,http://www.youtube.com/channel/UC2YORNfr9vUAaEX_wVlGeYA,9,2,2021-05-24T19:36:43Z,2021-05-24T19:36:43Z,You're 22cm in the lead. Our European friends had a field day with that one.,International Desserts,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgyHSbmYnZ0aKhUvoOJ4AaABAg,WelderBarbie,http://www.youtube.com/channel/UCwfSJ6JfCCmZONwqrxWcU7g,9,0,2021-06-06T04:23:17Z,2021-06-06T04:23:17Z,"Link: ""...and it's got a dull end!"" <br><b>turns sharp end towards his sternum</b><br>Me: 😳😬",Extreme vs Original Snack,parasocial dialog,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgyQ2xrdQmcOEjHiIPl4AaABAg,Firewolf 00,http://www.youtube.com/channel/UC7ZMPoQUlv7fW-QU6aOh5BQ,9,0,2021-05-31T10:36:05Z,2021-05-31T10:38:54Z,"I always laugh when I see chase saying ""why did u dooo that""",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgwE4x8EfO9PeIgcoWN4AaABAg,Caiti ♡,http://www.youtube.com/channel/UC1grYcHmqyE7zhNjPAW3FZQ,9,0,2021-05-31T15:23:01Z,2021-05-31T15:23:01Z,Is anyone going to talk about the fact that there's a brand called Dee's Nuts? How unfortunate,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgzOrqE9e2SAPkDcMLd4AaABAg,Entiox,http://www.youtube.com/channel/UCAsQc05Xf-ZAz6QPagvc2Ug,9,3,2021-05-31T15:36:19Z,2021-05-31T15:36:19Z,"Rhett, ""Can you taste caffeine?"" Yes, yes you really can. Caffeine is one of the most bitter tasting chemicals in existence.",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgwxMlB5xBhUuhe3SPJ4AaABAg,Diana Perry,http://www.youtube.com/channel/UC1QVCxnbi2Qtpy70E89hm1g,9,0,2021-05-31T13:46:34Z,2021-05-31T13:46:34Z,"Rhett -  ""I didn't play you""<br>Everyone else - You totally did!<br>Lol",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgwficdzuvLhkDWjPQx4AaABAg,PointB1ank,http://www.youtube.com/channel/UCqQxXmXIkWDa6HeagO18Veg,9,0,2021-05-31T17:23:53Z,2021-05-31T17:23:53Z,"Can you taste caffeine? Write that down A month from now, ""Caffeine vs Decaf Taste Test""",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgyA-5lpaW1mFPWY2Wd4AaABAg,Marcayla Arnold,http://www.youtube.com/channel/UCt9_fnh3jJc4J37ol-OBQ7Q,9,0,2021-06-03T00:17:06Z,2021-06-03T00:17:06Z,Why did I think they would be eating the bad dishes they described lol,Which food would you rather?,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=Ugyw--P8mH7o-wqAA6F4AaABAg,paige fitz,http://www.youtube.com/channel/UCBhSgJ65FNfKzAK_kn3ameQ,9,1,2021-06-01T16:58:00Z,2021-06-01T16:58:00Z,that's so wild lol i 100% would rather get vomited on than vomit on someone 😭 am i too worried about what people think i'd rather get puked on than be judged??,Which food would you rather?,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgyopN6efJVdB-8KRzZ4AaABAg,SamforlifeXD LOL,http://www.youtube.com/channel/UCfmnhxOymKf6YEXuSqyH7Jw,9,1,2021-06-03T10:03:18Z,2021-06-03T10:03:18Z,Satisfaction is very satisfying to say Rhet and Link<br><br><br>i hope rain on a tin roof is one,Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgwnOsDj7ClvmLBh_EN4AaABAg,Jordan Wheeler,http://www.youtube.com/channel/UCRneI9UN4OJvjZamJGoZeIQ,9,6,2021-06-03T10:09:06Z,2021-06-03T10:09:06Z,watching this the morning of graduation :*),Best Sound Test,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgyHUgBBjou3HJjEqRV4AaABAg,Julie Wright,http://www.youtube.com/channel/UC-v9vJ6YvyPm5hN0GEalvgQ,9,0,2021-06-07T10:27:50Z,2021-06-07T10:27:50Z,IM SCREAMING FROM THE BOTTOM RAMEN. The SFX are everything.,Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgybsUIKQ7E8RnUR4fZ4AaABAg,James Anderson,http://www.youtube.com/channel/UC72mkbCX_KI7oWmXrfO4JSQ,9,0,2021-06-07T16:47:37Z,2021-06-07T16:47:37Z,I love 99% of your videos. This isn't one of them.,Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=Ugw1dZYyMVCsvJ6O-VB4AaABAg,Adam,http://www.youtube.com/channel/UCA_2NrhjS4PKQ2dYKA_OTpg,9,0,2021-06-07T10:12:09Z,2021-06-07T10:12:09Z,"I still love GMM but I gotta admit, I miss when they had to eat things that were ""boiled for safety""",Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgwHX_Oj5BDNYCbB2q94AaABAg,Shiloh Store,http://www.youtube.com/channel/UCTH_l5bdKfd7EeW8WaLEMWg,8,2,2021-06-04T10:49:39Z,2021-06-04T10:49:39Z,You ever feel like gmm is the only thing that brings you joy...no just me,Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgztW6rhhHelvIGqaBN4AaABAg,Haley Conradson,http://www.youtube.com/channel/UCQfD6p4g3cWSDezflBgI1UA,8,1,2021-06-04T10:00:50Z,2021-06-04T10:00:50Z,I never been so early,Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgzYK9-SYjti0ZpN44x4AaABAg,Brock Olson,http://www.youtube.com/channel/UCwjNnT_Bn12c7deFlfFLPyg,8,1,2021-06-04T12:11:34Z,2021-06-04T12:11:34Z,"Damn this is like ""organic"" ""natural"" propaganda. Implying Sucralose isn't naturally occurring and stevia isn't made of chemicals lol",Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgwkfciXN6k2lPdpLKZ4AaABAg,Gregory,http://www.youtube.com/channel/UCp6nLwpc2PmH5rev9RkjXIg,8,0,2021-05-24T20:14:46Z,2021-05-24T20:14:46Z,"When Link reasoned that the non-ice ice cream must be from a cold place, I realized his best strategy going forward should be the Constanza strategy, where whatever his first thought is he should do the opposite.",International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=Ugxj0XvF_5QrnGISm6V4AaABAg,Gnsd.tc,http://www.youtube.com/channel/UCIjAv4F4vg2P-Nw84dWO-6w,8,0,2021-05-30T22:38:50Z,2021-05-30T22:38:59Z,Link goes for middle of the map.<br>Me: Link is finally playing smart.,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgxxhQ5LAFXy65MvqNh4AaABAg,Grygong555,http://www.youtube.com/channel/UCMZVbj-6_aB48mwAldEPUGg,8,1,2021-05-24T10:56:14Z,2021-05-24T10:56:14Z,How in the world does Link keep getting tilted by the new hidden camera objects Rhett brings to the show? It's a must at this point haha Ggs,International Desserts,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgyJyXyN03mQOL6A2dl4AaABAg,Valde Ingruo,http://www.youtube.com/channel/UCKFjHNZy9LXa0x2uEG_41Uw,8,0,2021-05-31T10:48:45Z,2021-05-31T10:48:45Z,"This episode reinforces my idea that link wants to be the ""cool uncle"" type but Rhett is the ""cool uncle"".",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=Ugyi-XgnTVSQu6eMzpt4AaABAg,Leah Norberg,http://www.youtube.com/channel/UC5fvhXhvrnUnxeKDyVbBrHA,8,1,2021-05-31T10:09:19Z,2021-05-31T10:09:19Z,This is really cool but I'm really hoping it doesn't replace the dart game!! 😅😅😅,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgzOBcboGTWMtdpKvZ94AaABAg,tylerdumasofficial,http://www.youtube.com/channel/UC-5bNjgLKOnJDnBurI3aflg,8,0,2021-05-31T23:12:16Z,2021-05-31T23:12:16Z,"Is link calling sour patch kids ""bears""?",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgxdHk4TjWUqiF3MN1h4AaABAg,Christopher G,http://www.youtube.com/channel/UCg86Z9U8HZa7IUWF_SxASaA,8,0,2021-05-31T10:46:01Z,2021-05-31T10:46:01Z,"This episode was awesome. It'd be awesome if they did more games like this. Link did better than I thought. Lastly, that Golden Log reminds me of the mythical mail bolder that got dipped in Bronze a few years ago.",Extreme vs Original Snack,,,mythical,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgxjiJFA7iTH9N82et94AaABAg,Daniel Wankmuller,http://www.youtube.com/channel/UCnQ56O_GS7FMQwv2Nq-qbXg,8,2,2021-06-01T10:14:46Z,2021-06-01T10:14:46Z,Link has lived two of my lifetimes in total and I'm pretty sure he is only half as mature. Thats why I love him,Which food would you rather?,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgzIzdsQgEQVmrlfv8d4AaABAg,Catilleon D,http://www.youtube.com/channel/UCtFqGbkqRWQrbM5SE3wEn8A,8,0,2021-06-01T12:12:47Z,2021-06-01T12:12:47Z,I swear every one of these and there's at least one answer that makes me think Mythical Beasts are secretly jackasses.,Which food would you rather?,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugx-pT_6JM0TeKFIU1h4AaABAg,Patrick Canada,http://www.youtube.com/channel/UCR6fq4dSoBwJ19bszoYZ8Mw,8,4,2021-06-03T10:22:01Z,2021-06-03T10:22:01Z,Omg I love y'all but that engine rev was not a super car it was a 4cyl that hurt my soul 😂,Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgwbiOFfPK3HtmhKoQd4AaABAg,Tusky,http://www.youtube.com/channel/UCJKg5tAWMckD-QcbxNIx7WA,8,2,2021-06-03T10:21:55Z,2021-06-03T10:21:55Z,"You both are bonkers to let bowling go over paper cutting, fire and snow!",Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgxI9PmM2FXcy9EG45J4AaABAg,Valeria Cristiano,http://www.youtube.com/channel/UCFx1PCWY-6ZUbTi3WodSXgw,8,0,2021-06-04T05:59:46Z,2021-06-04T05:59:46Z,HOW DID THE FIRE GET ELIMINATED SO QUICKLY,Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgyVQzPFy3p8r8JjQux4AaABAg,andrewmartinez02,http://www.youtube.com/channel/UCHxLCHSTcRhaNkpi6Z6kDtA,8,0,2021-06-07T06:21:11Z,2021-06-07T06:21:11Z,I can't believe crashing waves at the beach didn't make it.,Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgwczruKTVai3ZHNfbh4AaABAg,James Walling,http://www.youtube.com/channel/UC1gKG8Nw8x7WOT82T_F2PrA,8,0,2021-06-03T14:52:07Z,2021-06-03T14:52:07Z,Need to replace that weak engine note with an F1 V10. Changes everything.,Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugy38vO8zYOAdDCWOFl4AaABAg,Avocato Bobble,http://www.youtube.com/channel/UCDq8VMMfW_PWyTTa4ptV4Ww,8,0,2021-06-03T10:40:38Z,2021-06-03T10:40:38Z,I didn't realise that I needed this contest in my life,Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgxivCPstDp8ySZz3wd4AaABAg,Slicey slice of a pancake,http://www.youtube.com/channel/UCtkbQOI8PeicGZuBPz1rzzA,8,0,2021-06-04T09:42:00Z,2021-06-04T09:42:00Z,I bet stirring Mac and cheese was only top 10 for the memes,Best Sound Test,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgxBZjNmo9YhzR3VoZ54AaABAg,iDrkTV,http://www.youtube.com/channel/UCezrWeoqZA571mDg5BVYXGw,8,0,2021-06-07T16:35:01Z,2021-06-07T16:35:01Z,"This one was almost an April Fool's episode, I feel.",Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgycC4DmMdDm2UUoTn14AaABAg,Sir Steeeve,http://www.youtube.com/channel/UC1MQTJ7Ln5ZovjGwDEzi_1A,8,0,2021-06-07T11:33:25Z,2021-06-07T11:33:25Z,"Probably my least favorite GMM episode of all time, mostly because of the butt Ramen bit.",Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=m7YUKGOI6fA&lc=UgyVT6ScnuqfHV9yfO54AaABAg,Rondell Prince,http://www.youtube.com/channel/UCwuyte4qX4oeFhBLe45Z0Ng,8,0,2021-06-07T15:38:20Z,2021-06-07T15:38:30Z,I love how every episode is slowly becoming a stream of references to other episodes,Alternate Universe Snacks,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgyaN7N35C0iqle29P54AaABAg,Lou Gotti,http://www.youtube.com/channel/UCGNj2hPvU7p7fRHPnlhLEPw,7,0,2021-06-04T15:42:12Z,2021-06-04T15:42:12Z,"""It got the consistency of insulation but it's not that bad""- Link 🤣🤣🤣🤣",Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=Ugw1kRR7iQKSdj7UzQ14AaABAg,Ivy Lewis,http://www.youtube.com/channel/UCU84_8N7KVRPAxmFZNNm-rQ,7,3,2021-06-04T10:50:26Z,2021-06-04T10:50:49Z,Absolutely can't stand artificial sweeteners which are actually sweeter than cane sugar due to its molecular structure,Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgyLWQJdgu2WTe7Lkrt4AaABAg,Victoria Hayden,http://www.youtube.com/channel/UCZRNMTA8ODjwtE3yVDZcW6g,7,0,2021-06-04T10:23:59Z,2021-06-04T10:23:59Z,Oh yuck - bless you both having to do this - what an absolutely dreadful challenge today! They all taste vile. Anything with artificial sweetener makes me feel really sick. 🤢🤮,Blind Sweetener Taste Test,,,,
https://www.youtube.com/watch?v=_eByxXbHJp4&lc=UgxlxIhodeiSPpT2FTp4AaABAg,Cinderoth,http://www.youtube.com/channel/UCnFKK9dZ4tiWzU7jorGr2fw,7,0,2021-06-04T10:34:24Z,2021-06-04T10:34:24Z,"Have you guys ever done a ""Smell my finger"" episode? Where u guess where the finger has been?",Blind Sweetener Taste Test,,you guys,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgwhezRTwQG2a-hRka94AaABAg,Stag,http://www.youtube.com/channel/UCiVVGKwkYH2BGX0z2i8mNrA,7,0,2021-05-25T02:39:20Z,2021-05-25T02:39:20Z,Is it just me or is Rhett wearing the hat backwards....,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgxWMO8SCTCPRvWsFmt4AaABAg,Alicia Jamieson,http://www.youtube.com/channel/UCz9tC-qh-xtfXCbzxSe7Raw,7,4,2021-05-24T17:22:28Z,2021-05-24T17:22:28Z,"Okay, bummed I'm not seeing that alien shirt to buy at the Mythical Store",International Desserts,,,mythical,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgzfivJNTRJUAsqoVBB4AaABAg,ellie,http://www.youtube.com/channel/UCYkDWCPkTOO4f_odsqWJXVg,7,0,2021-05-24T11:51:41Z,2021-05-24T11:51:41Z,"im so entertained when link acts like he's genuinely upset by rhett's mocking ""blow raspberries""",International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=Ugx0j-KPLEkST_5GVvd4AaABAg,Vybz,http://www.youtube.com/channel/UCcUKMJqDThsXRysAdvng3Kw,7,2,2021-05-24T10:00:48Z,2021-05-24T10:00:48Z,Never been so early for a episode before,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgwUIcjh1O_PtqYxKeB4AaABAg,xMsReapZzx,http://www.youtube.com/channel/UCZUA9oNbl5kknt0UNgW7pwA,7,0,2021-05-24T10:02:49Z,2021-05-24T10:02:49Z,Good mythical morning from Canada 🇨🇦,International Desserts,,,mythical,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgyOR0Uma-hgF5cd8eR4AaABAg,Rob DeFrance,http://www.youtube.com/channel/UCw8ltJNkd4uDtZIBUlhs5FA,7,3,2021-05-24T10:00:33Z,2021-05-24T10:00:33Z,Good mythical morning beasts happy Monday first like and comment,International Desserts,,,mythical,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgznekVjYnDI-DApsT94AaABAg,Alexsis,http://www.youtube.com/channel/UCLCgbTmPY88Vjpi69uvO0hA,7,0,2021-05-24T13:41:24Z,2021-05-24T13:41:24Z,Rhett should have followed his gut about peanuts always being asia!,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgyGCh2w6HaU0xgvuZ54AaABAg,alluvermin,http://www.youtube.com/channel/UCjdFEPEajXdGnRRHXpNO2lA,7,0,2021-05-26T04:53:36Z,2021-05-26T04:53:36Z,there's no denying their merch is always pretty nice.,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgwqxtURNfREk9QkePB4AaABAg,Jess Rogers,http://www.youtube.com/channel/UCPO6dYsCuYZGOlzy-L8IyFg,7,0,2021-05-24T10:08:08Z,2021-05-24T10:08:08Z,I was just casually watching GMM all night and then I realized I was super early to the new video.,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgyMXCwJb8-CEB2QqGV4AaABAg,Bouchballs,http://www.youtube.com/channel/UCZ6TpYL0mpYtXddCOdV709w,7,1,2021-05-26T22:46:41Z,2021-05-26T22:46:41Z,I had to laugh when rhett says that the food in Eastern Europe is just bland 😂😂😂 Eastern Europe possibly has some of the best flavours in the world 😂😂😂,International Desserts,,,,
https://www.youtube.com/watch?v=vB3r4FvcQcA&lc=UgyE9PzYi2q5y6dTLeV4AaABAg,Sugar & Spice,http://www.youtube.com/channel/UCYhgRMV_CIMxElgTWqt1rFw,7,3,2021-05-24T10:04:59Z,2021-05-24T10:04:59Z,❤ Lovin the new shirt ... Anyone else? ❤<br>🙃🙃🙃 Good Mythical Morning Everyone 🙃🙃🙃,International Desserts,,,mythical,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgzAa9vGHm2-SSu69L54AaABAg,Mattguy,http://www.youtube.com/channel/UCBjCr0RuFSmZAoeIANih5VQ,7,0,2021-05-31T10:03:41Z,2021-05-31T10:03:41Z,I'm just as concerned as you all are.,Extreme vs Original Snack,,you all,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgxnvPz4FABN2DGkxbV4AaABAg,yasio bolo,http://www.youtube.com/channel/UCnzJCqgbVX--u1xVFqGDZCQ,7,0,2021-06-05T05:11:37Z,2021-06-05T05:11:37Z,"I cannot believe they got ""Dee's Nuts"" for this game. that's amazing",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgyOxDgRv-Rgp5RiGJB4AaABAg,Rebecca H,http://www.youtube.com/channel/UCyDWSkJJYy_MSfA6Jr_Watw,7,0,2021-05-31T10:02:59Z,2021-05-31T10:02:59Z,Good morning everyone. I hope your day has at least 3 good things in it.,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgxO3RzYvW0BdO1QXVh4AaABAg,Alesha Hedke,http://www.youtube.com/channel/UCJkz-efAYmZ8bpdYSJO5LFw,7,0,2021-05-31T11:14:25Z,2021-05-31T11:14:25Z,"I feel like the extreme jelly beans amped up the guys just a bit, both were talking very fast and could not stand still.",Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgxadLLsz1sC1etDc_V4AaABAg,Christine Garcia,http://www.youtube.com/channel/UCeRadVHY4gmK8eXLMerOSlA,7,0,2021-05-31T10:07:15Z,2021-05-31T10:07:15Z,That title got me like: CAREFUL CHASE!,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=Ugyy99ZAbJw0MXcjvH54AaABAg,IslandGuy,http://www.youtube.com/channel/UCisE8vS6EoqF55M_KZD4eMw,7,0,2021-06-01T02:45:23Z,2021-06-01T02:45:23Z,When Rhett's in a bad mood but acts overly enthusiastic to cover it up…,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgyRmB4U26kMAFGRsXZ4AaABAg,Rachel Mullins,http://www.youtube.com/channel/UCdswcYKryMUQ7deQ_NLgDZg,7,0,2021-05-31T10:45:31Z,2021-05-31T10:45:31Z,I think Rhett's beard gives him his axe-throwing skills 😂,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=ugG1rQphVes&lc=UgxJtEQitF0HXkoiaVR4AaABAg,Will Narron,http://www.youtube.com/channel/UCVZf1DGJcshKCj3qCQ7LZcw,7,1,2021-05-31T10:44:54Z,2021-05-31T10:44:54Z,This was one of the coolest episodes in a while. Definitely keep doing this.,Extreme vs Original Snack,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgxpHE3oR1tDyu5poax4AaABAg,Mike J,http://www.youtube.com/channel/UC80woYWczTmrP8MlWfTFH0g,7,0,2021-06-01T10:29:39Z,2021-06-01T10:29:39Z,"Happy birthday, Link! I'll be celebrating (?) my 65th tomorrow. Ah, to be on Medicare.",Which food would you rather?,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgyGnOZxv0GMXgm4uch4AaABAg,WabbitRB,http://www.youtube.com/channel/UCVl4RB6b_ilfcddXCv2YdEg,7,0,2021-06-01T13:49:55Z,2021-06-01T13:49:55Z,"The first one is an easy one for me, somebody once vomited on the train sitting next to me and it went all on my pants leg. You know which one I'm choosing!",Which food would you rather?,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=Ugw6_twD6jUZaf7KXOJ4AaABAg,Ilma Zuberi,http://www.youtube.com/channel/UCYjgPJ6ho_qH1jnhfdqniQg,7,0,2021-06-01T12:00:41Z,2021-06-01T12:00:41Z,Link has such kind eyes 🥰,Which food would you rather?,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgxRJtn-VZr1VhLVWWR4AaABAg,Lucarn Anderson,http://www.youtube.com/channel/UC_wT_uuQ9kEFLAHSqW4pdKQ,7,0,2021-06-01T14:53:59Z,2021-06-01T14:53:59Z,The reason I chose to only go with spirit is because I never ever in my life traveled on a plane or outside my own state. So it wouldn't change my life at all.,Which food would you rather?,,,,
https://www.youtube.com/watch?v=VmCNX65Fq8A&lc=UgybxbjzV4FYTcATLhV4AaABAg,Georgia  Wildflower,http://www.youtube.com/channel/UCR_IWA_GnfB3G1j8RKHcn6w,7,0,2021-06-01T13:26:54Z,2021-06-01T13:26:54Z,Happy birthday Link!🎉✨<br>Thank you for bringing such happiness into our world.🤗,Which food would you rather?,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgysIUFeMoVXz89EOut4AaABAg,Abhishek Choudhary,http://www.youtube.com/channel/UCK_RfkC8zOMaqXVXXbBQCUw,7,0,2021-06-03T10:14:58Z,2021-06-03T10:14:58Z,Congrats for 17M 😍,Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugxmxz9QMBMlBHxoNRd4AaABAg,Matthew Johnston,http://www.youtube.com/channel/UC4kG3c7yV2MbAHVzKBdG73w,7,0,2021-06-03T16:00:58Z,2021-06-03T16:00:58Z,walking on snow sounded more like someone eating cereal very loudly,Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=UgwWpCDniz6DWvw7cet4AaABAg,Kris B,http://www.youtube.com/channel/UCfIo0LGNcoFFqNuk0Bwa1DQ,7,0,2021-06-05T02:47:12Z,2021-06-05T02:47:12Z,How a thunderstorm wasn't on here and how the fire didn't win just blows my mind.,Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugxz5lkTsw1bXrvGTDh4AaABAg,xer0,http://www.youtube.com/channel/UC8HsSfC3gMAuUpM3GlxNx4A,7,2,2021-06-03T10:11:01Z,2021-06-03T10:11:01Z,"I can confirm, Rhett likes wood.",Best Sound Test,,,,
https://www.youtube.com/watch?v=Lw5JhiaxyPQ&lc=Ugw2aXJOHVEP1equX9l4AaABAg,You Tuba,http://www.youtube.com/channel/UCl1_kn7vKlRLGnimiceD_Jg,7,0,2021-06-03T10:34:23Z,2021-06-03T10:34:23Z,"The ASMR is strong with this one, it is.",Best Sound Test,,,,
